Datetime,Open,High,Low,Close,Volume,Signal
2022-03-09 12:00:00,2020.6,2023.9,2014.0,2019.8,12595,-1.0
2022-03-09 13:00:00,2019.8,2028.7,2016.2,2016.2,10554,-1.0
2022-03-09 14:00:00,2016.2,2016.5,1989.6,1994.9,36852,0.0
2022-03-09 15:00:00,1994.9,2002.6,1981.0,1990.8,43923,-1.0
2022-03-09 16:00:00,1990.9,2002.0,1989.9,2000.5,18944,1.0
2022-03-09 17:00:00,2000.4,2009.9,1996.0,2005.5,21847,1.0
2022-03-09 18:00:00,2005.5,2007.3,1987.6,1989.7,17810,-1.0
2022-03-09 19:00:00,1989.5,1993.3,1984.5,1987.6,15283,-1.0
2022-03-09 20:00:00,1987.6,1994.4,1983.2,1993.5,7268,0.0
2022-03-09 21:00:00,1993.5,1999.3,1990.7,1995.3,7069,0.0
2022-03-09 22:00:00,1995.3,2003.8,1994.1,1995.7,3013,0.0
2022-03-10 00:00:00,1992.8,1998.4,1992.4,1994.9,2688,-1.0
2022-03-10 01:00:00,1994.8,1994.9,1986.9,1988.8,3192,-1.0
2022-03-10 02:00:00,1988.5,1989.1,1975.0,1980.0,11185,-1.0
2022-03-10 03:00:00,1980.0,1982.2,1976.0,1980.6,4209,-1.0
2022-03-10 04:00:00,1980.5,1985.2,1978.4,1982.3,3908,-1.0
2022-03-10 05:00:00,1982.4,1986.2,1981.8,1984.5,3093,-1.0
2022-03-10 06:00:00,1984.4,1990.2,1983.9,1987.2,4741,-1.0
2022-03-10 07:00:00,1987.0,1995.2,1986.8,1989.2,4792,-1.0
2022-03-10 08:00:00,1989.3,1989.4,1980.2,1981.4,6793,-1.0
2022-03-10 09:00:00,1981.3,1993.7,1980.8,1989.0,9102,-1.0
2022-03-10 10:00:00,1989.1,1993.0,1981.8,1991.0,12808,0.0
2022-03-10 11:00:00,1991.3,2005.5,1988.8,2005.1,13697,1.0
2022-03-10 12:00:00,2005.4,2013.2,2004.1,2010.6,9818,1.0
2022-03-10 13:00:00,2010.7,2015.1,2003.9,2008.8,12454,1.0
2022-03-10 14:00:00,2008.8,2014.4,1997.0,2002.0,20057,1.0
2022-03-10 15:00:00,2001.7,2012.1,2000.5,2002.2,19874,1.0
2022-03-10 16:00:00,2002.0,2005.3,1986.7,2000.6,22669,1.0
2022-03-10 17:00:00,2000.7,2005.2,1995.8,2000.0,10644,1.0
2022-03-10 18:00:00,2000.0,2010.9,1999.9,2008.9,10551,1.0
2022-03-10 19:00:00,2008.8,2011.1,1998.4,2002.5,12050,1.0
2022-03-10 20:00:00,2002.8,2003.2,1998.8,2001.0,3688,0.0
2022-03-10 21:00:00,2000.8,2007.9,2000.8,2002.4,4305,0.0
2022-03-10 22:00:00,2002.6,2003.8,1999.7,2001.8,1097,0.0
2022-03-11 00:00:00,2000.3,2004.0,1998.2,2000.6,1856,-1.0
2022-03-11 01:00:00,2000.8,2003.0,1996.2,1997.2,2298,-1.0
2022-03-11 02:00:00,1997.0,2000.9,1992.8,1998.0,5030,-1.0
2022-03-11 03:00:00,1997.8,2001.9,1997.1,1999.9,1557,0.0
2022-03-11 04:00:00,1999.9,2000.4,1995.2,1995.9,2476,-1.0
2022-03-11 05:00:00,1996.0,1996.6,1990.8,1992.7,2838,-1.0
2022-03-11 06:00:00,1992.6,1993.8,1986.0,1988.5,5452,-1.0
2022-03-11 07:00:00,1988.3,1992.8,1987.7,1990.9,3870,-1.0
2022-03-11 08:00:00,1990.7,1997.9,1986.3,1996.4,4799,-1.0
2022-03-11 09:00:00,1996.7,2000.6,1993.1,1998.2,4449,0.0
2022-03-11 10:00:00,1998.4,2000.0,1993.9,1994.8,3088,-1.0
2022-03-11 11:00:00,1995.1,1999.2,1994.4,1996.8,2645,-1.0
2022-03-11 12:00:00,1996.8,1997.3,1972.9,1983.7,18466,-1.0
2022-03-11 13:00:00,1983.5,1983.9,1965.4,1978.6,17434,-1.0
2022-03-11 14:00:00,1978.2,1980.9,1960.6,1965.0,18302,0.0
2022-03-11 15:00:00,1964.8,1980.7,1962.4,1978.5,17434,1.0
2022-03-11 16:00:00,1978.7,1986.0,1974.0,1984.5,18776,1.0
2022-03-11 17:00:00,1984.7,1993.2,1982.1,1989.9,15237,0.0
2022-03-11 18:00:00,1989.7,1994.3,1988.6,1990.7,8470,0.0
2022-03-11 19:00:00,1990.7,1991.8,1984.2,1989.5,9833,-1.0
2022-03-11 20:00:00,1989.6,1991.4,1986.6,1988.8,4012,0.0
2022-03-11 21:00:00,1988.8,1991.2,1985.0,1986.5,4704,0.0
2022-03-11 22:00:00,1986.4,1992.3,1986.3,1992.3,1814,0.0
2022-03-13 23:00:00,1988.7,1994.8,1975.0,1984.2,4951,0.0
2022-03-14 00:00:00,1983.9,1984.8,1975.8,1978.0,1971,-1.0
2022-03-14 01:00:00,1977.8,1982.5,1973.1,1980.5,3320,-1.0
2022-03-14 02:00:00,1980.4,1981.3,1975.0,1978.2,3728,-1.0
2022-03-14 03:00:00,1978.1,1979.8,1975.6,1976.8,1691,-1.0
2022-03-14 04:00:00,1977.0,1980.9,1975.7,1980.0,1915,-1.0
2022-03-14 05:00:00,1980.0,1981.9,1978.2,1981.9,1122,-1.0
2022-03-14 06:00:00,1981.8,1982.6,1975.0,1977.3,2623,-1.0
2022-03-14 07:00:00,1977.0,1982.5,1975.9,1980.8,3053,-1.0
2022-03-14 08:00:00,1980.8,1981.6,1976.5,1976.6,3658,-1.0
2022-03-14 09:00:00,1976.6,1977.4,1970.5,1971.3,6848,-1.0
2022-03-14 10:00:00,1971.2,1971.2,1962.0,1966.6,7746,-1.0
2022-03-14 11:00:00,1966.4,1969.6,1962.6,1964.4,6844,-1.0
2022-03-14 12:00:00,1964.5,1970.0,1956.8,1968.2,11405,-1.0
2022-03-14 13:00:00,1968.0,1971.3,1963.4,1967.6,8554,-1.0
2022-03-14 14:00:00,1967.5,1968.6,1952.0,1961.2,17174,0.0
2022-03-14 15:00:00,1961.2,1964.2,1955.8,1958.7,13783,-1.0
2022-03-14 16:00:00,1958.5,1961.4,1954.8,1957.4,8295,-1.0
2022-03-14 17:00:00,1957.6,1964.1,1956.7,1963.7,7238,1.0
2022-03-14 18:00:00,1963.7,1964.6,1959.0,1960.2,8318,0.0
2022-03-14 19:00:00,1960.4,1960.9,1953.0,1953.4,5878,0.0
2022-03-14 20:00:00,1953.2,1958.6,1953.0,1954.9,4303,0.0
2022-03-14 21:00:00,1955.1,1956.6,1952.2,1953.2,1951,0.0
2022-03-14 23:00:00,1953.7,1956.4,1953.2,1955.5,642,-1.0
2022-03-15 00:00:00,1955.5,1956.9,1952.9,1954.6,1176,-1.0
2022-03-15 01:00:00,1954.6,1954.7,1948.0,1950.9,3547,-1.0
2022-03-15 02:00:00,1950.6,1953.4,1941.3,1943.2,7456,-1.0
2022-03-15 03:00:00,1943.1,1948.0,1943.1,1945.8,2740,-1.0
2022-03-15 04:00:00,1945.7,1946.3,1942.8,1944.6,1725,-1.0
2022-03-15 05:00:00,1944.5,1944.7,1938.3,1938.6,3834,-1.0
2022-03-15 06:00:00,1938.7,1938.8,1928.5,1929.1,6007,0.0
2022-03-15 07:00:00,1928.7,1935.0,1927.5,1931.2,5431,1.0
2022-03-15 08:00:00,1930.9,1938.3,1930.0,1931.7,6348,1.0
2022-03-15 09:00:00,1931.7,1937.9,1928.7,1937.3,6813,1.0
2022-03-15 10:00:00,1937.2,1937.4,1928.1,1934.0,5824,1.0
2022-03-15 11:00:00,1933.7,1935.6,1923.4,1923.7,6748,-1.0
2022-03-15 12:00:00,1923.6,1929.5,1922.1,1928.7,8725,-1.0
2022-03-15 13:00:00,1928.7,1931.2,1921.6,1922.8,13848,-1.0
2022-03-15 14:00:00,1922.6,1928.2,1915.1,1924.7,23443,-1.0
2022-03-15 15:00:00,1924.8,1925.6,1908.1,1917.6,24281,-1.0
2022-03-15 16:00:00,1917.6,1929.2,1914.2,1926.8,14463,-1.0
2022-03-15 17:00:00,1926.9,1932.8,1922.3,1931.0,11237,1.0
2022-03-15 18:00:00,1930.9,1931.7,1925.9,1926.1,7243,-1.0
2022-03-15 19:00:00,1926.1,1929.7,1920.7,1922.8,4745,0.0
2022-03-15 20:00:00,1922.6,1923.7,1917.6,1918.1,4464,0.0
2022-03-16 23:00:00,1928.4,1929.1,1924.0,1926.6,996,0.0
2022-03-17 00:00:00,1926.8,1928.9,1926.2,1928.1,1165,1.0
2022-03-17 01:00:00,1928.0,1929.1,1926.7,1928.3,2036,1.0
2022-03-17 02:00:00,1928.2,1935.1,1927.4,1934.5,5250,1.0
2022-03-17 03:00:00,1934.5,1937.3,1933.2,1935.4,2612,1.0
2022-03-17 04:00:00,1935.6,1939.5,1935.0,1937.5,3145,1.0
2022-03-17 05:00:00,1937.7,1938.7,1935.8,1937.1,1582,1.0
2022-03-17 06:00:00,1937.2,1937.2,1933.6,1935.3,1863,1.0
2022-03-17 07:00:00,1935.4,1935.6,1931.4,1932.3,3310,1.0
2022-03-17 08:00:00,1932.6,1936.3,1930.5,1936.3,3396,1.0
2022-03-17 09:00:00,1936.0,1943.7,1935.5,1941.2,6429,1.0
2022-03-17 10:00:00,1941.0,1944.4,1935.6,1942.5,5911,1.0
2022-03-17 11:00:00,1942.3,1948.0,1941.2,1944.4,6336,1.0
2022-03-17 12:00:00,1944.4,1947.9,1941.3,1943.9,6055,1.0
2022-03-17 13:00:00,1943.6,1945.2,1935.7,1939.6,11412,1.0
2022-03-17 14:00:00,1939.6,1947.5,1937.2,1946.0,12855,1.0
2022-03-17 15:00:00,1946.0,1950.3,1942.2,1949.6,14379,1.0
2022-03-17 16:00:00,1949.5,1951.0,1946.8,1949.2,9715,1.0
2022-03-17 17:00:00,1949.1,1949.2,1941.1,1944.8,8035,1.0
2022-03-17 18:00:00,1945.0,1946.5,1941.2,1943.0,6238,1.0
2022-03-17 19:00:00,1943.0,1943.0,1938.8,1941.3,4159,0.0
2022-03-17 20:00:00,1941.5,1941.9,1935.6,1937.6,4446,0.0
2022-03-17 21:00:00,1937.6,1943.3,1936.7,1943.0,2425,0.0
2022-03-17 23:00:00,1943.9,1944.9,1940.7,1942.0,919,1.0
2022-03-18 00:00:00,1942.0,1944.7,1941.5,1944.3,872,1.0
2022-03-18 01:00:00,1944.4,1946.2,1941.1,1941.7,1533,1.0
2022-03-18 02:00:00,1941.6,1942.9,1937.1,1937.3,2871,1.0
2022-03-18 03:00:00,1937.5,1940.3,1933.5,1934.6,5183,-1.0
2022-03-18 04:00:00,1934.4,1936.1,1927.2,1935.7,4048,0.0
2022-03-18 05:00:00,1935.7,1935.8,1933.8,1934.5,1563,-1.0
2022-03-18 06:00:00,1934.6,1936.4,1931.4,1934.0,1927,-1.0
2022-03-18 07:00:00,1933.9,1935.8,1930.5,1933.4,1974,-1.0
2022-03-18 08:00:00,1933.7,1936.9,1932.0,1935.0,2655,0.0
2022-03-18 09:00:00,1935.1,1938.5,1932.8,1933.3,3654,-1.0
2022-03-18 10:00:00,1933.2,1935.0,1930.2,1934.1,4353,0.0
2022-03-18 11:00:00,1934.1,1936.2,1928.8,1935.8,4557,1.0
2022-03-18 12:00:00,1935.7,1941.5,1935.5,1940.6,6032,1.0
2022-03-18 13:00:00,1940.7,1941.9,1935.3,1936.3,8174,1.0
2022-03-18 14:00:00,1936.2,1937.7,1922.0,1934.3,19879,-1.0
2022-03-18 15:00:00,1934.1,1939.3,1929.9,1936.9,10801,1.0
2022-03-18 16:00:00,1936.8,1937.5,1931.1,1932.8,8286,-1.0
2022-03-18 17:00:00,1932.8,1933.5,1926.6,1928.9,6859,-1.0
2022-03-18 18:00:00,1928.8,1931.7,1926.8,1929.8,6551,-1.0
2022-03-18 19:00:00,1930.0,1930.6,1923.4,1924.1,4470,0.0
2022-03-18 20:00:00,1924.2,1924.6,1918.0,1920.4,8488,0.0
2022-03-18 21:00:00,1920.3,1922.2,1918.3,1921.5,2218,0.0
2022-03-20 23:00:00,1922.4,1928.2,1918.6,1920.3,2298,-1.0
2022-03-21 00:00:00,1920.5,1921.7,1918.4,1919.1,1219,-1.0
2022-03-21 01:00:00,1919.0,1924.5,1918.8,1922.6,1751,-1.0
2022-03-21 02:00:00,1922.4,1929.0,1921.7,1928.5,3654,-1.0
2022-03-21 03:00:00,1928.5,1929.0,1925.5,1926.7,2280,-1.0
2022-03-21 04:00:00,1926.6,1927.8,1925.6,1926.7,1440,-1.0
2022-03-21 05:00:00,1926.5,1929.5,1926.3,1928.7,1486,-1.0
2022-03-21 06:00:00,1928.6,1928.9,1925.3,1925.9,1689,-1.0
2022-03-21 07:00:00,1925.7,1925.8,1923.2,1924.0,2079,-1.0
2022-03-21 08:00:00,1924.3,1926.3,1922.0,1925.3,3283,-1.0
2022-03-21 09:00:00,1925.4,1927.8,1923.9,1926.4,2454,-1.0
2022-03-21 10:00:00,1926.5,1927.9,1922.7,1925.7,3076,-1.0
2022-03-21 11:00:00,1925.7,1929.4,1923.1,1926.1,4895,-1.0
2022-03-21 12:00:00,1926.0,1928.6,1925.0,1925.9,3269,-1.0
2022-03-21 13:00:00,1926.0,1926.9,1922.0,1925.1,6741,-1.0
2022-03-21 14:00:00,1925.3,1931.4,1917.2,1930.5,13365,1.0
2022-03-21 15:00:00,1930.5,1938.3,1930.5,1934.0,12491,1.0
2022-03-21 16:00:00,1933.9,1936.8,1933.5,1935.8,5866,1.0
2022-03-21 17:00:00,1935.9,1938.6,1929.9,1930.7,9817,1.0
2022-03-21 18:00:00,1930.8,1932.8,1927.1,1932.4,7002,1.0
2022-03-21 19:00:00,1932.2,1941.8,1931.3,1936.2,6079,0.0
2022-03-21 20:00:00,1936.1,1941.3,1933.3,1935.7,7713,0.0
2022-03-21 21:00:00,1935.4,1937.3,1934.0,1935.7,1565,0.0
2022-03-21 23:00:00,1936.1,1937.1,1935.6,1936.6,480,1.0
2022-03-22 00:00:00,1936.4,1937.8,1934.8,1936.1,1185,1.0
2022-03-22 01:00:00,1936.2,1936.2,1929.6,1931.7,2495,-1.0
2022-03-22 02:00:00,1931.8,1934.3,1930.5,1933.3,2609,-1.0
2022-03-22 03:00:00,1933.5,1936.4,1932.3,1936.3,1630,1.0
2022-03-22 04:00:00,1936.3,1939.0,1935.4,1937.7,2401,1.0
2022-03-22 05:00:00,1937.9,1937.9,1934.5,1935.6,1194,0.0
2022-03-22 06:00:00,1935.5,1939.5,1935.5,1937.9,1639,1.0
2022-03-22 07:00:00,1937.8,1939.3,1935.4,1935.7,1866,0.0
2022-03-22 08:00:00,1935.5,1937.1,1933.1,1934.3,2620,-1.0
2022-03-22 09:00:00,1934.1,1934.1,1921.9,1924.8,9767,-1.0
2022-03-22 10:00:00,1924.5,1926.0,1922.6,1925.4,4306,-1.0
2022-03-22 11:00:00,1925.1,1930.6,1924.7,1927.5,5416,-1.0
2022-03-22 12:00:00,1927.5,1930.2,1925.2,1928.1,3670,-1.0
2022-03-22 13:00:00,1927.7,1931.2,1923.3,1928.0,9002,-1.0
2022-03-22 14:00:00,1928.2,1928.2,1919.3,1923.5,13571,-1.0
2022-03-22 15:00:00,1923.5,1923.9,1909.8,1915.1,21621,-1.0
2022-03-22 16:00:00,1915.2,1918.3,1910.6,1917.6,10256,-1.0
2022-03-22 17:00:00,1917.7,1923.1,1917.4,1919.8,7537,-1.0
2022-03-22 18:00:00,1919.8,1923.2,1918.0,1920.3,5122,-1.0
2022-03-22 19:00:00,1920.3,1924.8,1919.8,1922.8,2783,0.0
2022-03-22 20:00:00,1922.7,1923.2,1920.2,1921.4,2732,0.0
2022-03-22 21:00:00,1921.3,1922.0,1920.2,1921.5,823,0.0
2022-03-22 23:00:00,1920.9,1922.0,1919.8,1920.5,569,-1.0
2022-03-23 00:00:00,1920.6,1921.9,1919.2,1919.7,1107,-1.0
2022-03-23 01:00:00,1919.7,1920.3,1915.6,1918.0,2351,-1.0
2022-03-23 02:00:00,1917.9,1921.9,1917.1,1920.1,2317,-1.0
2022-03-23 03:00:00,1920.3,1924.1,1919.6,1923.1,2067,-1.0
2022-03-23 04:00:00,1923.2,1924.6,1921.3,1921.8,1242,-1.0
2022-03-23 05:00:00,1921.9,1922.6,1921.3,1922.3,931,-1.0
2022-03-23 06:00:00,1922.3,1922.5,1920.2,1921.6,1436,-1.0
2022-03-23 07:00:00,1921.5,1921.5,1917.1,1917.9,1909,-1.0
2022-03-23 08:00:00,1918.0,1921.3,1917.6,1920.8,2151,-1.0
2022-03-23 09:00:00,1920.8,1926.5,1920.6,1925.9,5804,-1.0
2022-03-23 10:00:00,1926.0,1931.3,1925.8,1929.5,4979,1.0
2022-03-23 11:00:00,1929.5,1933.5,1929.5,1932.8,4732,1.0
2022-03-23 12:00:00,1933.0,1934.8,1926.9,1930.5,9697,1.0
2022-03-23 13:00:00,1930.5,1930.8,1924.3,1928.6,8235,1.0
2022-03-23 14:00:00,1928.4,1935.6,1927.8,1934.8,11727,1.0
2022-03-23 15:00:00,1935.0,1936.9,1927.9,1931.7,11177,1.0
2022-03-23 16:00:00,1931.7,1932.5,1925.8,1929.6,7790,1.0
2022-03-23 17:00:00,1929.4,1935.8,1927.6,1935.4,7934,1.0
2022-03-23 18:00:00,1935.5,1938.2,1935.0,1936.8,7879,1.0
2022-03-23 19:00:00,1936.9,1940.4,1936.7,1939.8,5909,0.0
2022-03-23 20:00:00,1939.7,1948.8,1938.4,1947.0,6996,0.0
2022-03-23 21:00:00,1947.2,1948.0,1944.1,1944.2,2769,0.0
2022-03-23 23:00:00,1944.1,1946.1,1943.2,1945.4,929,1.0
2022-03-24 00:00:00,1945.4,1947.5,1945.4,1946.3,1092,1.0
2022-03-24 01:00:00,1946.5,1949.3,1945.9,1947.2,2928,1.0
2022-03-24 02:00:00,1947.2,1949.2,1941.7,1942.6,4481,1.0
2022-03-24 03:00:00,1942.5,1944.2,1940.2,1942.1,3251,1.0
2022-03-24 04:00:00,1942.1,1943.0,1939.3,1939.6,1520,1.0
2022-03-24 05:00:00,1939.5,1941.3,1938.4,1941.1,1800,1.0
2022-03-24 06:00:00,1941.1,1941.2,1938.5,1939.0,1674,1.0
2022-03-24 07:00:00,1938.9,1943.6,1938.1,1941.9,3526,1.0
2022-03-24 08:00:00,1941.8,1944.5,1941.2,1944.3,3356,1.0
2022-03-24 09:00:00,1944.3,1946.3,1940.7,1940.8,4402,1.0
2022-03-24 10:00:00,1940.7,1941.5,1937.4,1940.5,3740,1.0
2022-03-24 11:00:00,1940.5,1947.2,1940.2,1943.4,5839,1.0
2022-03-24 12:00:00,1943.6,1957.6,1943.5,1957.2,11166,0.0
2022-03-24 13:00:00,1957.3,1958.6,1942.7,1949.5,15581,-1.0
2022-03-24 14:00:00,1949.3,1957.7,1946.5,1954.0,17848,-1.0
2022-03-24 15:00:00,1953.8,1966.6,1951.2,1965.9,17156,1.0
2022-03-24 16:00:00,1965.8,1966.5,1959.3,1963.7,11816,1.0
2022-03-24 17:00:00,1963.9,1967.2,1961.3,1963.3,8401,1.0
2022-03-24 18:00:00,1963.1,1965.9,1961.2,1965.4,7724,1.0
2022-03-24 19:00:00,1965.4,1966.4,1961.9,1962.6,4224,0.0
2022-03-24 20:00:00,1962.5,1964.4,1961.1,1962.1,3445,0.0
2022-03-24 21:00:00,1962.2,1963.0,1956.6,1957.7,2294,0.0
2022-03-24 23:00:00,1957.8,1959.8,1957.5,1958.9,509,1.0
