,Datetime,Open,High,Low,Close,Volume,Signal
47,2021-12-09 15:30:00,1777.2,1779.2,1775.1,1778.0,5677.0,-1
48,2021-12-09 16:00:00,1778.0,1781.1,1778.0,1780.5,5501.0,-1
49,2021-12-09 16:30:00,1780.5,1781.9,1777.4,1777.7,4152.0,-1
50,2021-12-09 17:00:00,1777.8,1778.3,1775.8,1777.2,3423.0,-1
51,2021-12-09 17:30:00,1777.2,1778.3,1777.0,1778.0,1697.0,-1
52,2021-12-09 18:00:00,1777.9,1779.4,1777.5,1777.7,1754.0,0
53,2021-12-09 18:30:00,1777.7,1778.1,1773.3,1776.7,7388.0,0
54,2021-12-09 19:00:00,1776.6,1779.0,1776.1,1778.9,1539.0,1
55,2021-12-09 19:30:00,1778.9,1779.0,1775.6,1776.0,1554.0,-1
56,2021-12-09 20:00:00,1776.0,1777.1,1775.5,1776.6,853.0,-1
57,2021-12-09 20:30:00,1776.6,1777.1,1776.4,1776.6,1070.0,0
58,2021-12-09 21:00:00,1776.6,1776.9,1775.7,1775.9,1411.0,1
59,2021-12-09 21:30:00,1775.8,1776.4,1775.2,1775.6,493.0,-1
60,2021-12-10 00:00:00,1776.2,1776.8,1776.1,1776.8,368.0,-1
61,2021-12-10 00:30:00,1776.9,1778.6,1776.6,1778.5,904.0,-1
62,2021-12-10 01:00:00,1778.5,1778.8,1777.0,1777.4,793.0,-1
63,2021-12-10 01:30:00,1777.4,1778.8,1776.3,1778.4,1290.0,-1
64,2021-12-10 02:00:00,1778.5,1779.7,1778.4,1778.9,969.0,1
65,2021-12-10 02:30:00,1778.9,1780.2,1778.8,1779.8,1631.0,0
66,2021-12-10 03:00:00,1779.8,1780.0,1778.2,1778.3,815.0,0
67,2021-12-10 03:30:00,1778.2,1779.8,1778.2,1779.5,635.0,0
68,2021-12-10 04:00:00,1779.4,1780.2,1778.3,1778.9,555.0,1
69,2021-12-10 04:30:00,1778.8,1779.9,1777.3,1779.4,1585.0,0
70,2021-12-10 05:00:00,1779.6,1779.6,1778.5,1778.7,751.0,1
71,2021-12-10 05:30:00,1778.6,1778.6,1777.5,1777.7,515.0,1
72,2021-12-10 06:00:00,1777.8,1778.9,1777.2,1777.3,1038.0,-1
73,2021-12-10 06:30:00,1777.3,1777.7,1771.6,1772.0,5188.0,-1
74,2021-12-10 07:00:00,1772.0,1774.2,1771.5,1773.9,2502.0,-1
75,2021-12-10 07:30:00,1774.0,1774.6,1771.9,1772.6,1941.0,-1
76,2021-12-10 08:00:00,1772.6,1773.9,1771.7,1773.3,1263.0,1
77,2021-12-10 08:30:00,1773.3,1773.9,1770.9,1772.5,3543.0,-1
78,2021-12-10 09:00:00,1772.5,1774.0,1771.6,1771.8,1814.0,0
79,2021-12-10 09:30:00,1771.8,1772.5,1770.4,1771.1,1837.0,1
80,2021-12-10 10:00:00,1771.1,1772.3,1770.5,1771.2,1434.0,-1
81,2021-12-10 10:30:00,1771.2,1771.9,1770.7,1771.0,833.0,1
82,2021-12-10 11:00:00,1770.9,1772.0,1770.6,1771.3,1496.0,-1
83,2021-12-10 11:30:00,1771.4,1772.5,1770.8,1771.7,1557.0,1
84,2021-12-10 12:00:00,1771.6,1773.0,1771.2,1772.4,1076.0,0
85,2021-12-10 12:30:00,1772.4,1774.3,1772.0,1772.8,1604.0,-1
86,2021-12-10 13:00:00,1772.7,1774.4,1772.3,1774.1,1810.0,-1
87,2021-12-10 13:30:00,1774.0,1778.3,1772.7,1774.8,7865.0,1
88,2021-12-10 14:00:00,1775.1,1786.3,1774.8,1785.1,26344.0,1
89,2021-12-10 14:30:00,1785.2,1791.0,1782.7,1785.7,15642.0,1
90,2021-12-10 15:00:00,1785.5,1785.9,1779.3,1780.8,9935.0,1
91,2021-12-10 15:30:00,1780.6,1784.1,1779.6,1783.7,6625.0,1
92,2021-12-10 16:00:00,1783.6,1785.5,1783.1,1784.0,4490.0,1
93,2021-12-10 16:30:00,1784.1,1787.1,1784.0,1786.4,4829.0,1
94,2021-12-10 17:00:00,1786.5,1787.5,1784.9,1785.6,3940.0,1
95,2021-12-10 17:30:00,1785.5,1786.1,1784.1,1785.3,2833.0,0
96,2021-12-10 18:00:00,1785.4,1786.0,1783.6,1784.2,1990.0,1
97,2021-12-10 18:30:00,1784.3,1785.8,1784.1,1784.8,2720.0,0
98,2021-12-10 19:00:00,1784.8,1784.9,1783.2,1783.3,1528.0,0
99,2021-12-10 19:30:00,1783.3,1783.8,1781.9,1782.2,1309.0,0
100,2021-12-10 20:00:00,1782.2,1783.4,1782.0,1782.9,1019.0,-1
101,2021-12-10 20:30:00,1782.9,1783.1,1782.3,1783.0,748.0,1
102,2021-12-10 21:00:00,1782.9,1783.6,1782.7,1783.3,1320.0,0
103,2021-12-10 21:30:00,1783.3,1783.4,1782.5,1783.1,599.0,1
104,2021-12-13 00:00:00,1785.1,1785.2,1783.3,1783.8,838.0,0
105,2021-12-13 00:30:00,1783.7,1784.2,1783.0,1783.6,1014.0,1
106,2021-12-13 01:00:00,1783.6,1784.2,1783.0,1783.2,696.0,-1
107,2021-12-13 01:30:00,1783.3,1785.9,1783.2,1785.7,1582.0,1
108,2021-12-13 02:00:00,1785.7,1787.7,1785.4,1787.3,2065.0,1
109,2021-12-13 02:30:00,1787.3,1790.1,1786.8,1787.1,1954.0,-1
110,2021-12-13 03:00:00,1787.1,1787.5,1785.6,1786.1,1297.0,0
111,2021-12-13 03:30:00,1786.0,1786.7,1785.7,1786.3,814.0,1
112,2021-12-13 04:00:00,1786.3,1786.9,1785.9,1786.4,513.0,0
113,2021-12-13 04:30:00,1786.4,1787.5,1786.3,1787.1,560.0,-1
114,2021-12-13 05:00:00,1787.1,1787.2,1786.0,1786.8,421.0,0
115,2021-12-13 05:30:00,1786.8,1787.2,1786.1,1786.8,598.0,-1
116,2021-12-13 06:00:00,1786.8,1786.8,1784.7,1785.1,1749.0,-1
117,2021-12-13 06:30:00,1785.2,1786.1,1784.4,1786.0,1041.0,1
118,2021-12-13 07:00:00,1785.9,1786.3,1784.8,1784.9,2659.0,1
119,2021-12-13 07:30:00,1784.8,1786.7,1783.5,1786.1,2358.0,1
120,2021-12-13 08:00:00,1786.3,1786.5,1785.6,1785.8,832.0,-1
121,2021-12-13 08:30:00,1785.9,1787.6,1785.9,1787.1,1911.0,-1
122,2021-12-13 09:00:00,1787.2,1788.4,1786.4,1787.1,2373.0,1
123,2021-12-13 09:30:00,1787.2,1787.5,1783.8,1784.1,1588.0,-1
124,2021-12-13 10:00:00,1784.1,1786.0,1784.0,1786.0,1704.0,-1
125,2021-12-13 10:30:00,1785.9,1787.1,1785.4,1786.4,1268.0,1
126,2021-12-13 11:00:00,1786.4,1787.9,1784.8,1787.5,1950.0,1
127,2021-12-13 11:30:00,1787.6,1788.8,1786.9,1788.4,1798.0,1
128,2021-12-13 12:00:00,1788.4,1789.3,1788.1,1788.8,1441.0,-1
129,2021-12-13 12:30:00,1788.8,1790.9,1787.9,1790.2,2198.0,0
130,2021-12-13 13:00:00,1790.3,1792.8,1789.3,1790.8,4055.0,-1
131,2021-12-13 13:30:00,1790.7,1791.0,1783.5,1783.6,8596.0,-1
132,2021-12-13 14:00:00,1783.6,1785.3,1782.4,1783.6,6346.0,-1
133,2021-12-13 14:30:00,1783.6,1788.2,1782.2,1787.2,6330.0,-1
134,2021-12-13 15:00:00,1787.1,1790.0,1784.5,1789.5,5979.0,0
135,2021-12-13 15:30:00,1789.6,1790.3,1786.6,1788.4,5391.0,1
136,2021-12-13 16:00:00,1788.4,1788.8,1785.8,1787.5,3879.0,1
137,2021-12-13 16:30:00,1787.6,1790.0,1786.8,1789.0,4020.0,1
138,2021-12-13 17:00:00,1789.0,1791.0,1788.7,1789.4,4297.0,0
139,2021-12-13 17:30:00,1789.5,1789.5,1787.9,1788.2,2742.0,1
140,2021-12-13 18:00:00,1788.1,1789.1,1787.9,1788.9,1339.0,0
141,2021-12-13 18:30:00,1788.9,1789.5,1788.0,1788.3,1931.0,1
142,2021-12-13 19:00:00,1788.3,1788.4,1786.9,1788.0,1797.0,-1
143,2021-12-13 19:30:00,1788.0,1788.4,1787.2,1788.3,946.0,1
144,2021-12-13 20:00:00,1788.3,1788.8,1788.0,1788.4,1074.0,-1
145,2021-12-13 20:30:00,1788.4,1788.8,1788.2,1788.7,676.0,1
146,2021-12-13 21:00:00,1788.6,1788.8,1787.2,1787.9,1701.0,-1
147,2021-12-13 21:30:00,1787.9,1788.4,1787.4,1787.5,411.0,0
148,2021-12-14 00:00:00,1787.7,1788.0,1785.6,1786.3,1529.0,0
149,2021-12-14 00:30:00,1786.4,1786.7,1785.6,1786.5,468.0,1
150,2021-12-14 01:00:00,1786.4,1788.6,1786.2,1788.5,1311.0,1
151,2021-12-14 01:30:00,1788.4,1789.4,1787.1,1788.1,1402.0,0
152,2021-12-14 02:00:00,1788.2,1789.1,1787.6,1788.7,1034.0,-1
153,2021-12-14 02:30:00,1788.7,1789.8,1788.4,1788.9,1119.0,1
154,2021-12-14 03:00:00,1789.0,1789.0,1786.5,1787.5,1276.0,1
155,2021-12-14 03:30:00,1787.4,1787.8,1786.1,1786.5,2015.0,1
156,2021-12-14 04:00:00,1786.6,1787.5,1786.1,1786.1,798.0,-1
157,2021-12-14 04:30:00,1786.1,1786.8,1785.9,1786.1,537.0,1
158,2021-12-14 05:00:00,1786.0,1786.5,1785.5,1786.1,580.0,-1
159,2021-12-14 05:30:00,1786.2,1787.6,1785.8,1787.2,1194.0,-1
160,2021-12-14 06:00:00,1787.1,1788.0,1786.4,1787.8,722.0,1
161,2021-12-14 06:30:00,1787.8,1789.0,1787.5,1787.6,1087.0,0
162,2021-12-14 07:00:00,1787.7,1789.0,1787.7,1788.6,615.0,-1
163,2021-12-14 07:30:00,1788.5,1788.8,1787.7,1788.0,731.0,0
164,2021-12-14 08:00:00,1788.0,1788.0,1784.3,1784.8,3133.0,-1
165,2021-12-14 08:30:00,1784.9,1784.9,1782.0,1783.0,5316.0,-1
166,2021-12-14 09:00:00,1782.9,1785.4,1782.3,1785.1,2143.0,1
167,2021-12-14 09:30:00,1785.0,1786.0,1783.6,1784.2,1781.0,-1
168,2021-12-14 10:00:00,1784.2,1784.9,1782.9,1784.0,2032.0,0
169,2021-12-14 10:30:00,1784.1,1785.5,1783.8,1783.8,1342.0,1
170,2021-12-14 11:00:00,1783.8,1786.3,1782.7,1785.3,2810.0,1
171,2021-12-14 11:30:00,1785.2,1785.7,1784.5,1785.2,821.0,0
172,2021-12-14 12:00:00,1785.2,1785.6,1784.6,1785.1,723.0,1
173,2021-12-14 12:30:00,1785.3,1785.7,1784.2,1784.6,879.0,-1
174,2021-12-14 13:00:00,1784.6,1785.3,1783.4,1784.9,1435.0,1
175,2021-12-14 13:30:00,1784.9,1786.1,1778.8,1779.8,9155.0,-1
176,2021-12-14 14:00:00,1779.9,1781.5,1771.4,1772.0,19967.0,-1
177,2021-12-14 14:30:00,1772.1,1772.1,1766.1,1769.5,17566.0,-1
178,2021-12-14 15:00:00,1769.4,1778.6,1767.8,1776.3,18550.0,-1
179,2021-12-14 15:30:00,1776.4,1777.2,1771.9,1772.1,7915.0,-1
180,2021-12-14 16:00:00,1772.0,1775.7,1771.6,1774.7,4910.0,-1
181,2021-12-14 16:30:00,1774.8,1777.1,1773.1,1773.8,5708.0,-1
182,2021-12-14 17:00:00,1773.7,1774.0,1772.4,1774.0,2733.0,1
183,2021-12-14 17:30:00,1773.9,1774.8,1772.8,1773.2,2320.0,1
184,2021-12-14 18:00:00,1773.1,1773.5,1772.4,1772.9,2148.0,-1
185,2021-12-14 18:30:00,1772.8,1773.6,1771.8,1772.3,3876.0,0
186,2021-12-14 19:00:00,1772.3,1773.2,1771.2,1771.7,1449.0,1
187,2021-12-14 19:30:00,1771.7,1773.4,1771.3,1773.4,1556.0,1
188,2021-12-14 20:00:00,1773.4,1773.5,1772.6,1772.7,1180.0,-1
189,2021-12-14 20:30:00,1772.6,1773.1,1770.8,1772.1,1560.0,0
190,2021-12-14 21:00:00,1772.1,1772.3,1770.8,1771.8,1645.0,1
191,2021-12-14 21:30:00,1771.7,1772.0,1771.5,1771.8,514.0,-1
192,2021-12-15 00:00:00,1772.5,1773.2,1772.1,1772.8,836.0,-1
193,2021-12-15 00:30:00,1772.9,1773.5,1772.6,1773.0,534.0,1
194,2021-12-15 01:00:00,1773.0,1774.3,1772.9,1773.6,1093.0,0
195,2021-12-15 01:30:00,1773.5,1774.1,1771.5,1771.7,2008.0,-1
196,2021-12-15 02:00:00,1771.7,1773.4,1771.4,1772.9,1163.0,-1
197,2021-12-15 02:30:00,1772.8,1773.2,1771.7,1772.3,2169.0,0
198,2021-12-15 03:00:00,1772.2,1773.0,1772.0,1772.4,968.0,-1
199,2021-12-15 03:30:00,1772.3,1772.3,1769.4,1769.8,1696.0,-1
200,2021-12-15 04:00:00,1769.9,1770.5,1769.7,1769.9,775.0,-1
201,2021-12-15 04:30:00,1770.1,1770.8,1770.0,1770.6,642.0,1
202,2021-12-15 05:00:00,1770.5,1771.2,1770.5,1770.7,430.0,-1
203,2021-12-15 05:30:00,1770.6,1770.7,1768.2,1769.7,1232.0,0
204,2021-12-15 06:00:00,1769.7,1770.7,1767.5,1769.3,2081.0,1
205,2021-12-15 06:30:00,1769.2,1770.2,1768.5,1768.8,1175.0,-1
206,2021-12-15 07:00:00,1768.8,1770.0,1767.4,1768.1,2048.0,-1
207,2021-12-15 07:30:00,1768.1,1769.2,1766.3,1768.1,2165.0,1
208,2021-12-15 08:00:00,1768.1,1768.5,1767.2,1767.7,1197.0,-1
209,2021-12-15 08:30:00,1767.7,1770.0,1767.2,1769.7,2442.0,0
210,2021-12-15 09:00:00,1769.6,1769.8,1767.6,1768.5,1654.0,0
211,2021-12-15 09:30:00,1768.4,1771.6,1768.2,1770.5,2136.0,1
212,2021-12-15 10:00:00,1770.6,1771.5,1769.7,1769.7,1560.0,1
213,2021-12-15 10:30:00,1769.8,1770.1,1767.9,1768.2,1036.0,1
214,2021-12-15 11:00:00,1768.2,1769.9,1767.9,1768.4,1418.0,0
215,2021-12-15 11:30:00,1768.3,1768.9,1767.6,1768.4,1496.0,1
216,2021-12-15 12:00:00,1768.4,1770.2,1768.2,1770.0,1196.0,1
217,2021-12-15 12:30:00,1769.9,1771.7,1769.6,1771.2,2036.0,1
218,2021-12-15 13:00:00,1771.2,1772.3,1769.3,1771.9,4032.0,1
219,2021-12-15 13:30:00,1771.8,1772.1,1769.6,1771.6,4652.0,-1
220,2021-12-15 14:00:00,1771.6,1773.9,1769.8,1772.2,5927.0,1
221,2021-12-15 14:30:00,1772.2,1772.9,1769.1,1769.4,3306.0,-1
222,2021-12-15 15:00:00,1769.5,1770.5,1764.1,1769.7,14032.0,1
223,2021-12-15 15:30:00,1769.6,1770.5,1767.8,1768.6,4765.0,1
224,2021-12-15 16:00:00,1768.6,1769.7,1764.4,1766.0,5471.0,0
225,2021-12-15 16:30:00,1765.9,1768.2,1765.7,1767.0,3690.0,-1
226,2021-12-15 17:00:00,1767.0,1768.6,1766.3,1768.2,2604.0,-1
227,2021-12-15 17:30:00,1768.2,1768.2,1766.5,1767.0,2550.0,-1
228,2021-12-15 18:00:00,1767.0,1767.8,1765.6,1765.9,1744.0,0
229,2021-12-15 18:30:00,1765.8,1766.4,1763.8,1764.2,4923.0,-1
230,2021-12-15 19:00:00,1764.1,1764.7,1760.2,1762.8,6902.0,-1
231,2021-12-15 19:30:00,1762.8,1766.8,1753.0,1762.8,21132.0,0
232,2021-12-15 20:00:00,1762.8,1770.9,1758.4,1769.9,13334.0,1
233,2021-12-15 20:30:00,1769.8,1779.2,1768.5,1779.2,10280.0,1
234,2021-12-15 21:00:00,1779.0,1781.3,1776.2,1778.4,7293.0,1
235,2021-12-15 21:30:00,1778.5,1779.4,1777.1,1778.1,1764.0,1
236,2021-12-16 00:00:00,1780.3,1782.1,1779.6,1780.1,1424.0,1
237,2021-12-16 00:30:00,1780.2,1781.1,1778.7,1779.0,1197.0,1
238,2021-12-16 01:00:00,1779.1,1779.4,1777.9,1778.5,1048.0,1
239,2021-12-16 01:30:00,1778.5,1781.7,1775.7,1781.7,3077.0,1
240,2021-12-16 02:00:00,1781.6,1783.0,1780.9,1783.0,2466.0,1
241,2021-12-16 02:30:00,1783.1,1784.6,1782.5,1782.5,1943.0,1
242,2021-12-16 03:00:00,1782.6,1783.7,1781.9,1782.8,1737.0,1
243,2021-12-16 03:30:00,1782.8,1783.6,1782.1,1783.1,1399.0,1
244,2021-12-16 04:00:00,1783.1,1783.4,1781.9,1782.0,623.0,1
245,2021-12-16 04:30:00,1781.9,1782.7,1781.9,1782.3,497.0,1
246,2021-12-16 05:00:00,1782.3,1783.8,1782.0,1782.5,1001.0,1
247,2021-12-16 05:30:00,1782.6,1782.8,1781.5,1781.9,1070.0,0
248,2021-12-16 06:00:00,1782.0,1784.3,1782.0,1784.3,1155.0,1
249,2021-12-16 06:30:00,1784.2,1785.6,1784.1,1785.6,2279.0,1
250,2021-12-16 07:00:00,1785.5,1785.6,1784.2,1785.4,998.0,0
251,2021-12-16 07:30:00,1785.4,1787.0,1784.7,1786.0,3436.0,-1
252,2021-12-16 08:00:00,1786.1,1786.7,1784.9,1785.2,1791.0,0
253,2021-12-16 08:30:00,1785.2,1787.4,1785.2,1786.1,3116.0,0
254,2021-12-16 09:00:00,1786.0,1787.6,1786.0,1787.2,2495.0,0
255,2021-12-16 09:30:00,1787.3,1787.7,1785.0,1786.1,2360.0,0
256,2021-12-16 10:00:00,1786.1,1787.0,1785.9,1786.0,1873.0,1
257,2021-12-16 10:30:00,1786.0,1787.8,1785.7,1787.6,1244.0,1
258,2021-12-16 11:00:00,1787.6,1787.6,1785.9,1787.3,1987.0,0
259,2021-12-16 11:30:00,1787.2,1789.0,1786.8,1788.2,2401.0,-1
260,2021-12-16 12:00:00,1788.1,1788.1,1786.5,1788.0,1906.0,1
261,2021-12-16 12:30:00,1788.0,1788.2,1782.6,1782.9,5596.0,-1
262,2021-12-16 13:00:00,1783.0,1785.2,1782.9,1784.6,3743.0,-1
263,2021-12-16 13:30:00,1784.7,1790.9,1783.9,1789.2,10792.0,1
264,2021-12-16 14:00:00,1789.2,1790.3,1786.3,1789.8,7795.0,1
265,2021-12-16 14:30:00,1789.7,1791.8,1787.9,1788.1,9151.0,-1
266,2021-12-16 15:00:00,1788.2,1796.4,1787.6,1794.7,18006.0,1
267,2021-12-16 15:30:00,1794.8,1799.3,1794.3,1797.8,14823.0,1
268,2021-12-16 16:00:00,1797.9,1799.3,1796.3,1798.4,7006.0,1
269,2021-12-16 16:30:00,1798.3,1798.8,1796.5,1798.7,5703.0,1
270,2021-12-16 17:00:00,1798.7,1800.0,1798.6,1799.7,5172.0,1
271,2021-12-16 17:30:00,1799.7,1800.6,1798.0,1798.3,4178.0,1
272,2021-12-16 18:00:00,1798.3,1799.0,1797.6,1798.5,3061.0,1
273,2021-12-16 18:30:00,1798.4,1799.3,1797.9,1798.0,4640.0,0
274,2021-12-16 19:00:00,1797.9,1797.9,1796.2,1797.4,2394.0,1
275,2021-12-16 19:30:00,1797.3,1797.5,1796.0,1796.7,1476.0,1
276,2021-12-16 20:00:00,1796.7,1798.4,1796.6,1798.0,1815.0,1
277,2021-12-16 20:30:00,1798.1,1799.4,1797.9,1798.2,1949.0,0
278,2021-12-16 21:00:00,1798.2,1800.7,1798.2,1800.3,3146.0,1
279,2021-12-16 21:30:00,1800.4,1800.4,1798.8,1799.4,951.0,-1
280,2021-12-17 00:00:00,1799.8,1800.8,1799.2,1799.8,1165.0,1
281,2021-12-17 00:30:00,1799.9,1800.5,1799.6,1799.8,611.0,0
282,2021-12-17 01:00:00,1799.7,1800.0,1798.3,1798.8,1079.0,0
283,2021-12-17 01:30:00,1798.9,1801.5,1798.5,1799.7,2136.0,-1
284,2021-12-17 02:00:00,1799.8,1803.8,1799.4,1803.3,2448.0,1
285,2021-12-17 02:30:00,1803.3,1804.3,1802.6,1803.6,2423.0,1
286,2021-12-17 03:00:00,1803.6,1805.3,1802.2,1803.3,2543.0,0
287,2021-12-17 03:30:00,1803.3,1804.0,1801.8,1803.9,3080.0,-1
288,2021-12-17 04:00:00,1803.9,1804.0,1802.5,1803.6,613.0,0
289,2021-12-17 04:30:00,1803.6,1804.5,1802.8,1803.3,1212.0,1
290,2021-12-17 05:00:00,1803.2,1803.6,1802.7,1803.4,570.0,0
291,2021-12-17 05:30:00,1803.4,1805.1,1802.7,1804.2,2723.0,-1
292,2021-12-17 06:00:00,1804.2,1806.3,1803.6,1805.8,3463.0,0
293,2021-12-17 06:30:00,1805.8,1806.9,1805.5,1806.8,2008.0,0
294,2021-12-17 07:00:00,1806.8,1808.2,1805.6,1807.0,3051.0,-1
295,2021-12-17 07:30:00,1807.0,1809.2,1806.8,1808.0,2444.0,-1
296,2021-12-17 08:00:00,1807.9,1810.5,1807.9,1809.9,2292.0,0
297,2021-12-17 08:30:00,1809.9,1811.0,1808.7,1810.3,3163.0,-1
298,2021-12-17 09:00:00,1810.4,1810.5,1808.1,1808.6,1927.0,-1
299,2021-12-17 09:30:00,1808.6,1810.8,1808.1,1809.6,2554.0,1
300,2021-12-17 10:00:00,1809.6,1809.8,1807.0,1807.6,2228.0,-1
301,2021-12-17 10:30:00,1807.5,1809.4,1807.1,1809.2,1466.0,0
302,2021-12-17 11:00:00,1809.1,1809.1,1807.8,1808.8,1276.0,1
303,2021-12-17 11:30:00,1808.8,1810.8,1806.9,1809.4,2313.0,0
304,2021-12-17 12:00:00,1809.3,1811.1,1809.2,1810.1,2645.0,0
305,2021-12-17 12:30:00,1810.2,1811.1,1809.4,1810.3,2195.0,-1
306,2021-12-17 13:00:00,1810.4,1813.7,1810.0,1812.8,5133.0,1
307,2021-12-17 13:30:00,1812.9,1814.8,1812.2,1813.6,8715.0,0
308,2021-12-17 14:00:00,1813.5,1815.7,1805.4,1807.6,13786.0,-1
309,2021-12-17 14:30:00,1807.5,1809.3,1806.2,1806.8,5343.0,-1
310,2021-12-17 15:00:00,1806.9,1809.6,1805.0,1808.0,8598.0,-1
311,2021-12-17 15:30:00,1808.0,1811.1,1807.1,1809.1,6929.0,0
312,2021-12-17 16:00:00,1809.3,1810.1,1804.9,1805.3,5454.0,-1
313,2021-12-17 16:30:00,1805.3,1806.4,1803.1,1804.8,5279.0,-1
314,2021-12-17 17:00:00,1804.7,1807.4,1804.1,1807.0,3788.0,-1
315,2021-12-17 17:30:00,1806.9,1806.9,1804.8,1805.2,2091.0,-1
316,2021-12-17 18:00:00,1805.3,1806.9,1804.4,1805.6,2362.0,0
317,2021-12-17 18:30:00,1805.6,1805.8,1803.8,1805.0,3126.0,0
318,2021-12-17 19:00:00,1805.0,1805.2,1800.5,1802.8,6772.0,-1
319,2021-12-17 19:30:00,1802.9,1803.4,1801.1,1802.8,2305.0,0
320,2021-12-17 20:00:00,1802.9,1803.7,1802.1,1802.2,1505.0,1
321,2021-12-17 20:30:00,1802.2,1802.3,1799.2,1799.6,3778.0,-1
322,2021-12-17 21:00:00,1799.6,1799.7,1796.5,1796.9,3101.0,-1
323,2021-12-17 21:30:00,1796.9,1799.2,1796.7,1798.9,1437.0,1
324,2021-12-20 00:00:00,1800.4,1801.7,1800.3,1800.7,1051.0,1
325,2021-12-20 00:30:00,1800.7,1802.9,1799.7,1802.8,1378.0,1
326,2021-12-20 01:00:00,1802.8,1803.1,1800.9,1801.8,766.0,0
327,2021-12-20 01:30:00,1801.6,1802.8,1800.2,1800.6,1256.0,0
328,2021-12-20 02:00:00,1800.5,1802.0,1799.6,1801.8,1471.0,0
329,2021-12-20 02:30:00,1801.7,1802.6,1800.7,1801.2,1013.0,1
